NCBI Accession,type,proportion,number of bp
NC_031074.1,virus,0.0006575,13150.00517
NC_031075.1,virus,0.00016851,3370.205727
NC_031076.1,virus,9.72E-05,1943.554223
NC_031077.1,virus,0.000531376,10627.5199
NC_031078.1,virus,0.000184017,3680.347359
NC_031080.1,virus,0.00134343,26868.60333
NC_031081.1,virus,0.000302905,6058.099866
NC_031082.1,virus,0.001388401,27768.01406
NC_031084.1,virus,0.000161274,3225.472966
NC_031085.1,virus,0.001793136,35862.71064
NC_031086.1,virus,0.000301871,6037.423757
NC_031087.1,virus,0.002841931,56838.62297
NC_031090.1,virus,0.002308488,46169.75085
NC_031091.1,virus,0.000286364,5727.282126
NC_031092.1,virus,0.000361832,7236.638065
NC_031094.1,virus,0.000520004,10400.0827
NC_031095.1,virus,0.002697198,53943.96775
NC_031096.1,virus,0.00016851,3370.205727
NC_031097.1,virus,0.000304973,6099.452083
NC_031098.1,virus,0.000818774,16375.47814
NC_031099.1,virus,0.000216065,4321.30673
NC_031100.1,virus,0.003818877,76377.54575
NC_031101.1,virus,0.000667838,13356.76626
NC_031102.1,virus,0.000158172,3163.44464
NC_031103.1,virus,0.002941176,58823.52941
NC_031104.1,virus,0.000340122,6802.439781
NC_031107.1,virus,0.004042179,80843.58524
NC_031108.1,virus,8.06E-05,1612.736483
NC_031109.1,virus,0.001033805,20676.10876
NC_031110.1,virus,0.000677143,13542.85124
NC_031111.1,virus,0.000126124,2522.485268
NC_031112.1,virus,0.000249147,4982.94221
NC_031113.1,virus,0.000264654,5293.083842
NC_031114.1,virus,0.000248113,4962.266102
NC_031115.1,virus,0.000454874,9097.487853
NC_031116.1,virus,0.00181743,36348.59919
NC_031117.1,virus,0.00158379,31675.79861
NC_031118.1,virus,0.000162307,3246.149075
NC_031119.1,virus,6.82E-05,1364.623178
NC_031120.1,virus,0.003564561,71291.22299
NC_031121.1,virus,0.001013129,20262.58658
NC_031122.1,virus,0.000145767,2915.331335
NC_031123.1,virus,0.000250181,5003.618319
NC_031124.1,virus,0.000425928,8518.556808
NC_031125.1,virus,0.000629588,12591.75023
NC_031126.1,virus,0.003448775,68975.49881
NC_031127.1,virus,0.003722733,74454.66763
NC_031128.1,virus,0.000968676,19373.5139
NC_031129.1,virus,0.001351184,27023.67414
NC_031224.2,virus,0.000580999,11619.97312
NC_031226.1,virus,0.000249147,4982.94221
NC_031228.1,virus,0.000339088,6781.763672
NC_031229.1,virus,0.000355629,7112.581412
NC_031230.1,virus,0.000465212,9304.24894
NC_031231.1,virus,0.000287398,5747.958234
NC_031233.1,virus,0.000114752,2295.048072
NC_031234.1,virus,0.000702988,14059.75395
NC_031235.1,virus,0.00888349,177669.8025
NC_031237.1,virus,0.000107516,2150.315311
NC_031238.1,virus,0.000222268,4445.363383
NC_031239.1,virus,0.000315311,6306.213171
NC_031241.1,virus,0.001910472,38209.44898
NC_031242.1,virus,0.00575106,115021.193
NC_031243.1,virus,9.30E-05,1860.849788
NC_031245.1,virus,0.00359144,71828.80182
NC_031246.1,virus,0.000218133,4362.658948
NC_031247.1,virus,0.00026362,5272.407733
NC_031249.1,virus,0.00012509,2501.80916
NC_031250.1,virus,0.002001447,40028.94655
NC_031251.1,virus,0.000185051,3701.023467
NC_031252.1,virus,0.00035046,7009.200868
NC_031253.1,virus,0.000522072,10441.43492
NC_031254.1,virus,0.000432131,8642.61346
NC_031255.2,virus,0.000274992,5499.844929
NC_031256.1,virus,0.000202626,4052.517316
NC_031257.1,virus,0.000309108,6182.156518
NC_031258.1,virus,0.000580999,11619.97312
NC_031260.1,virus,0.000466246,9324.925049
NC_031261.1,virus,0.0001468,2936.007443
NC_031262.1,virus,9.61E-05,1922.878114
NC_031263.1,virus,0.00011682,2336.400289
NC_031264.1,virus,0.000333919,6678.383128
NC_031265.1,virus,0.000339088,6781.763672
NC_031266.1,virus,0.000230539,4610.772253
NC_031267.1,virus,9.30E-05,1860.849788
NC_031269.1,virus,0.000178848,3576.966815
NC_031271.1,virus,0.000311175,6223.508736
NC_031274.1,virus,0.000988318,19766.35997
NC_031277.1,virus,0.000142665,2853.303008
NC_031279.1,virus,0.000337021,6740.411455
NC_031280.1,virus,0.005199008,103980.1509
NC_031281.1,virus,0.000381474,7629.484131
NC_031900.1,virus,0.00513181,102636.2039
NC_031901.1,virus,0.000894242,17884.83407
NC_031902.1,virus,0.000792929,15858.57542
NC_031903.1,virus,0.003407423,68148.45446
NC_031904.1,virus,0.005021193,100423.8602
NC_031905.1,virus,0.0004006,8011.992143
NC_031906.1,virus,0.006380647,127612.9432
NC_031907.1,virus,0.00024191,4838.209449
NC_031908.1,virus,0.000335987,6719.735346
NC_031909.1,virus,0.00987491,197498.1908
NC_031910.1,virus,0.000206761,4135.221751
NC_031911.1,virus,0.001323271,26465.41921
NC_031912.1,virus,0.002305386,46107.72253
NC_031913.1,virus,0.000798098,15961.95596
NC_031914.1,virus,0.002320893,46417.86416
NC_031915.1,virus,0.000544815,10896.30931
NC_031917.1,virus,0.000815672,16313.44981
NC_031918.1,virus,0.000567559,11351.18371
NC_031919.1,virus,0.000396981,7939.625762
NC_031920.1,virus,0.000268789,5375.788277
NC_031921.1,virus,0.0003639,7277.990282
NC_031922.1,virus,0.006147007,122940.1427
NC_031923.1,virus,0.000629588,12591.75023
NC_031924.1,virus,0.000433164,8663.289569
NC_031925.1,virus,0.000334953,6699.059237
NC_031926.1,virus,0.00149695,29939.00548
NC_031927.1,virus,0.004151763,83035.25277
NC_031928.1,virus,0.001844309,36886.17802
NC_031929.1,virus,0.000251215,5024.294428
NC_031930.1,virus,0.000314277,6285.537062
NC_031931.1,virus,0.002390158,47803.16344
NC_031932.1,virus,0.00039388,7877.597436
NC_031933.1,virus,0.000734002,14680.03722
NC_031934.1,virus,0.002055205,41104.10421
NC_031935.1,virus,0.003693787,73875.73659
NC_031936.1,virus,0.000326683,6533.650367
NC_031937.1,virus,0.000306006,6120.128192
NC_031938.1,virus,0.000384576,7691.512457
NC_031939.1,virus,0.001753334,35066.68045
NC_031940.1,virus,0.000640959,12819.18743
NC_031941.1,virus,0.000455908,9118.163962
NC_031942.1,virus,0.00061408,12281.6086
NC_031943.1,virus,0.000213998,4279.954513
NC_031944.1,virus,0.003096247,61924.94573
NC_031945.1,virus,0.000392329,7846.583273
NC_031946.1,virus,0.00026207,5241.39357
NC_034248.1,virus,0.000993487,19869.74051
NC_034619.1,virus,0.000756746,15134.91161
NC_034620.1,virus,0.001571384,31427.68531
NC_034621.1,virus,0.000660602,13212.0335
NC_034623.1,virus,0.001874289,37485.78518
NC_034624.1,virus,0.001224026,24480.51277
NC_034625.1,virus,0.001149592,22991.83294
NC_034627.1,virus,0.00061408,12281.6086
NC_034628.1,virus,0.001127882,22557.63465
NC_035464.1,virus,6.20E-05,1240.566525
NC_036595.1,virus,5.07E-05,1013.129329
AP014520.1,prokaryote,4.42E-06,88.47848633
AP014718.1,prokaryote,5.17E-06,103.3440554
AP014719.1,prokaryote,6.88E-06,137.5373294
AP017424.1,prokaryote,5.83E-06,116.5085891
AP017894.1,prokaryote,2.96E-06,59.11713854
AP017895.1,prokaryote,7.43E-06,148.6310376
AP018040.1,prokaryote,5.05E-05,1010.932652
AP018336.1,prokaryote,5.81E-06,116.2374096
AP018340.1,prokaryote,9.98E-06,199.6374428
CP007037.1,prokaryote,2.45E-07,4.905884307
CP007503.1,prokaryote,1.23E-05,245.5160895
CP007601.1,prokaryote,1.20E-05,239.5747925
CP007653.1,prokaryote,9.24E-07,18.48951372
CP007654.1,prokaryote,1.91E-07,3.821166169
CP007655.1,prokaryote,5.36E-06,107.2638323
CP007751.1,prokaryote,8.31E-07,16.61590966
CP008903.1,prokaryote,6.01E-06,120.1078811
CP009057.1,prokaryote,0.008745518,174910.3561
CP010329.1,prokaryote,1.07E-07,2.144783592
CP010331.1,prokaryote,1.15E-07,2.292699701
CP010332.1,prokaryote,1.20E-07,2.391310441
CP010333.1,prokaryote,1.15E-07,2.292699701
CP010334.1,prokaryote,9.98E-08,1.996867482
CP010335.1,prokaryote,1.58E-07,3.155543675
CP010336.1,prokaryote,1.02E-07,2.046172852
CP010338.1,prokaryote,8.75E-08,1.750340632
CP010340.1,prokaryote,1.05E-07,2.095478222
CP010478.1,prokaryote,5.46E-07,10.92113944
CP010512.1,prokaryote,3.23E-06,64.5900346
CP010514.1,prokaryote,1.04E-05,207.3537332
CP010595.1,prokaryote,2.29E-06,45.80468866
CP010805.1,prokaryote,2.00E-06,40.08526575
CP010828.1,prokaryote,3.40E-06,67.94279976
CP010829.1,prokaryote,3.48E-07,6.952057159
CP011209.1,prokaryote,5.00E-06,99.91733215
CP011210.1,prokaryote,4.61E-06,92.17638907
CP011211.1,prokaryote,4.95E-06,98.95587744
CP011212.1,prokaryote,5.51E-06,110.1975018
CP011213.1,prokaryote,5.80E-06,116.0894935
CP011214.1,prokaryote,6.78E-06,135.5404619
CP011215.1,prokaryote,5.92E-06,118.4561512
CP011216.1,prokaryote,2.13E-06,42.69845035
CP011245.1,prokaryote,2.84E-08,0.567011754
CP011262.1,prokaryote,3.17E-06,63.38205304
CP011263.1,prokaryote,3.07E-06,61.4837963
CP011272.1,prokaryote,1.73E-05,345.2115475
CP011328.1,prokaryote,6.04E-07,12.07981563
CP011339.1,prokaryote,1.57E-05,313.6561108
CP011503.1,prokaryote,2.20E-06,43.95573729
CP011504.1,prokaryote,2.13E-06,42.50122887
CP011505.1,prokaryote,1.05E-06,21.07804564
CP011511.1,prokaryote,4.07E-07,8.135386038
CP011770.1,prokaryote,9.80E-06,196.0628035
CP011777.1,prokaryote,1.88E-06,37.69395531
CP011797.1,prokaryote,8.63E-06,172.5194894
CP011805.1,prokaryote,4.80E-06,95.92359719
CP011832.1,prokaryote,6.94E-06,138.8932271
CP011968.1,prokaryote,6.36E-06,127.158549
CP011997.1,prokaryote,1.41E-06,28.15336623
CP012112.1,prokaryote,6.42E-07,12.84404887
CP012135.1,prokaryote,1.73E-08,0.345137589
CP012137.1,prokaryote,2.76E-07,5.522201432
CP012140.1,prokaryote,3.87E-07,7.740943078
CP012151.1,prokaryote,2.47E-07,4.930536992
CP012155.1,prokaryote,2.10E-05,420.1310571
CP012156.1,prokaryote,1.01E-05,202.5711123
CP012157.1,prokaryote,7.54E-06,150.7018632
CP012158.1,prokaryote,3.89E-06,77.8778318
CP012333.1,prokaryote,1.38E-05,275.4197964
CP012361.1,prokaryote,2.36E-06,47.23454439
CP012378.1,prokaryote,1.67E-06,33.47834618
CP012388.1,prokaryote,2.49E-05,497.4418772
CP012389.1,prokaryote,9.95E-06,199.0457784
CP012411.1,prokaryote,5.08E-06,101.6676728
CP012586.1,prokaryote,2.38E-05,475.698209
CP012597.1,prokaryote,2.69E-07,5.374285322
CP012598.1,prokaryote,2.86E-07,5.719422911
CP012673.1,prokaryote,1.29E-05,257.6698632
CP012714.1,prokaryote,1.38E-05,275.8142394
CP012717.1,prokaryote,1.41E-05,281.8048418
CP012718.1,prokaryote,7.79E-06,155.8296216
CP012719.1,prokaryote,1.94E-05,388.6495784
CP012735.1,prokaryote,3.50E-07,7.001362529
CP012849.1,prokaryote,6.28E-06,125.6300826
CP012850.1,prokaryote,3.15E-05,629.1118675
CP012986.1,prokaryote,5.41E-06,108.299245
CP013000.1,prokaryote,1.36E-05,272.5847376
CP013062.1,prokaryote,1.20E-06,24.08567321
CP013063.1,prokaryote,9.75E-07,19.50027381
CP013064.1,prokaryote,1.16E-06,23.19817655
CP013065.1,prokaryote,1.14E-06,22.82838627
CP013066.1,prokaryote,1.11E-06,22.1381111
CP013099.1,prokaryote,1.01E-05,202.2752801
CP013131.1,prokaryote,4.47E-06,89.31667762
CP013144.1,prokaryote,5.89E-07,11.78398341
CP013185.1,prokaryote,7.01E-07,14.02737774
CP013196.1,prokaryote,1.29E-05,258.4587491
CP013203.1,prokaryote,2.24E-05,447.5941482
CP013396.1,prokaryote,8.44E-07,16.8870892
CP013397.1,prokaryote,1.04E-06,20.85617148
CP013457.1,prokaryote,2.02E-06,40.47970871
CP013458.1,prokaryote,1.29E-06,25.71275042
CP013614.1,prokaryote,2.77E-05,554.6114536
CP013676.1,prokaryote,5.73E-07,11.46349851
CP013701.1,prokaryote,2.17E-05,433.1723275
CP013837.1,prokaryote,4.62E-07,9.244756861
CP013841.1,prokaryote,1.13E-05,225.6953308
CP013843.1,prokaryote,9.90E-06,198.0350183
CP013845.1,prokaryote,2.13E-05,425.4806898
CP013847.1,prokaryote,1.40E-05,280.22707
CP013849.1,prokaryote,1.06E-05,212.1610068
CP013850.1,prokaryote,1.29E-05,257.842432
CP013867.1,prokaryote,3.57E-08,0.714927864
CP013930.1,prokaryote,8.14E-06,162.8309842
CP013933.1,prokaryote,4.76E-06,95.13471127
CP013943.1,prokaryote,5.45E-06,109.0388256
CP013959.1,prokaryote,1.54E-06,30.71724546
CP014013.2,prokaryote,2.07E-06,41.3179
CP014014.1,prokaryote,4.13E-06,82.63579999
CP014015.2,prokaryote,1.03E-05,206.9346376
CP014018.1,prokaryote,4.21E-06,84.28752989
CP014019.1,prokaryote,1.01E-05,201.8808372
CP014020.1,prokaryote,7.95E-06,158.93586
CP014021.1,prokaryote,8.05E-06,160.9573801
CP014025.1,prokaryote,3.88E-06,77.58199958
CP014061.1,prokaryote,4.93E-08,0.986107398
CP014065.2,prokaryote,5.04E-06,100.7555234
CP014099.2,prokaryote,4.17E-07,8.332607517
CP014111.1,prokaryote,6.74E-07,13.48501867
CP014119.1,prokaryote,6.53E-06,130.6345776
CP014123.1,prokaryote,8.83E-07,17.65132243
CP014138.1,prokaryote,1.51E-06,30.24884445
CP014150.1,prokaryote,5.05E-05,1009.872587
CP014151.1,prokaryote,1.05E-05,209.3752534
CP014153.2,prokaryote,4.68E-08,0.936802029
CP014155.1,prokaryote,1.46E-06,29.21343168
CP014156.1,prokaryote,1.41E-06,28.22732428
CP014174.1,prokaryote,9.93E-06,198.6020301
CP014197.1,prokaryote,7.72E-07,15.43258079
CP014205.2,prokaryote,8.58E-06,171.6319927
CP014219.1,prokaryote,1.05E-05,209.2766426
CP014291.1,prokaryote,8.99E-07,17.97180734
CP014338.1,prokaryote,1.79E-05,357.6365007
CP014449.1,prokaryote,1.61E-06,32.27036462
CP014492.1,prokaryote,3.37E-07,6.730182995
CP014651.1,prokaryote,7.89E-06,157.8757945
CP014670.1,prokaryote,9.20E-07,18.39090298
CP014749.1,prokaryote,6.98E-06,139.5341969
CP014752.1,prokaryote,6.98E-07,13.95341969
CP014787.1,prokaryote,8.06E-06,161.1546016
CP014858.1,prokaryote,3.22E-06,64.34350775
CP014993.1,prokaryote,4.14E-06,82.7837161
CP015136.1,prokaryote,1.11E-05,221.7755539
CP015194.1,prokaryote,1.64E-05,327.88071
CP015417.1,prokaryote,2.09E-06,41.76164833
CP015448.1,prokaryote,6.37E-06,127.4297286
CP015524.1,prokaryote,2.54E-07,5.078453102
CP015526.1,prokaryote,1.90E-07,3.796513484
CP015598.1,prokaryote,3.73E-07,7.469763544
CP015819.1,prokaryote,9.28E-06,185.6347178
CP015895.1,prokaryote,3.40E-06,68.06606318
CP015898.1,prokaryote,2.77E-06,55.49319385
CP015976.1,prokaryote,4.39E-07,8.776355847
CP016032.1,prokaryote,3.61E-06,72.18306157
CP016093.1,prokaryote,6.82E-06,136.477264
CP016194.1,prokaryote,8.22E-06,164.3594506
CP016211.1,prokaryote,1.68E-05,336.1640121
CP016280.1,prokaryote,2.09E-05,418.3314111
CP016286.1,prokaryote,5.37E-06,107.4364011
CP016327.1,prokaryote,1.40E-06,28.05475549
CP016332.1,prokaryote,1.70E-05,339.5167773
CP016333.1,prokaryote,3.77E-06,75.31395256
CP016343.1,prokaryote,1.34E-06,26.77281587
CP016355.1,prokaryote,3.99E-06,79.75143585
CP016491.1,prokaryote,9.82E-06,196.4818991
CP016616.1,prokaryote,1.09E-05,217.8804297
CP016634.1,prokaryote,7.47E-06,149.4692289
CP016808.1,prokaryote,3.54E-05,708.9126088
CP016809.1,prokaryote,3.28E-05,655.0957975
CP016823.1,prokaryote,3.15E-06,63.03691545
CP016836.1,prokaryote,4.18E-06,83.52329665
CP016863.2,prokaryote,4.63E-07,9.269409546
CP016928.1,prokaryote,5.06E-06,101.2978825
CP017117.1,prokaryote,1.24E-05,247.3403882
CP017220.1,prokaryote,9.20E-07,18.39090298
CP017245.1,prokaryote,1.93E-05,385.7652143
CP017315.1,prokaryote,9.31E-06,186.2017295
CP017432.1,prokaryote,6.40E-06,128.0460457
CP017453.1,prokaryote,5.06E-06,101.2239245
CP017454.1,prokaryote,4.87E-06,97.45206366
CP017480.1,prokaryote,7.14E-06,142.886962
CP017572.1,prokaryote,1.85E-06,36.90506939
CP017602.1,prokaryote,1.46E-06,29.13947363
CP017617.1,prokaryote,3.29E-07,6.582266885
CP017665.1,prokaryote,5.32E-06,106.3516829
CP017687.1,prokaryote,1.19E-05,237.7504938
CP017766.1,prokaryote,7.43E-06,148.5570796
CP017767.1,prokaryote,1.12E-05,223.4765892
CP017768.1,prokaryote,8.73E-06,174.6149676
CP017780.1,prokaryote,9.02E-06,180.4576539
CP017803.1,prokaryote,1.92E-05,383.6697361
CP017922.1,prokaryote,2.42E-05,484.8690078
CP017948.1,prokaryote,2.48E-05,496.7022966
CP017950.1,prokaryote,1.77E-05,353.9879034
CP017999.1,prokaryote,3.15E-06,63.03691545
CP018000.1,prokaryote,2.27E-06,45.31163496
CP018023.1,prokaryote,2.58E-05,515.7341694
CP018061.1,prokaryote,1.77E-05,353.7413765
CP018259.1,prokaryote,2.96E-05,592.379367
CP018260.1,prokaryote,1.29E-05,257.7191686
CP018306.1,prokaryote,6.93E-07,13.85480895
CP018321.1,prokaryote,9.43E-06,188.6423453
CP018400.1,prokaryote,3.99E-07,7.987469928
CP018401.1,prokaryote,3.48E-07,6.952057159
CP018414.1,prokaryote,5.57E-07,11.1430136
CP018415.1,prokaryote,2.54E-07,5.078453102
CP018622.1,prokaryote,2.99E-05,598.5425382
CP018623.1,prokaryote,5.47E-07,10.94579212
CP018629.1,prokaryote,1.67E-06,33.33043007
CP018757.1,prokaryote,2.76E-06,55.246667
CP018799.1,prokaryote,9.33E-06,186.5468671
CP018800.1,prokaryote,7.81E-06,156.2240646
CP018838.1,prokaryote,3.68E-06,73.66222267
CP018841.1,prokaryote,6.78E-08,1.355897673
CP018863.1,prokaryote,7.31E-06,146.2890326
CP018867.1,prokaryote,1.61E-05,322.4078139
CP018883.1,prokaryote,2.22E-07,4.437483293
CP018885.1,prokaryote,2.91E-07,5.818033651
CP018907.1,prokaryote,8.48E-07,16.96104725
CP018937.1,prokaryote,0.001405595,28111.90041
CP019062.1,prokaryote,1.55E-05,309.9089027
CP019066.1,prokaryote,4.70E-06,94.07464582
CP019081.1,prokaryote,3.60E-06,72.05979814
CP019085.1,prokaryote,5.35E-07,10.69926527
CP019086.1,prokaryote,5.36E-07,10.72391796
CP019087.1,prokaryote,5.26E-07,10.52669648
CP019088.1,prokaryote,5.16E-07,10.329475
CP019089.1,prokaryote,5.04E-07,10.08294815
CP019090.1,prokaryote,4.78E-07,9.565241765
CP019091.1,prokaryote,7.56E-07,15.11209588
CP019092.1,prokaryote,5.44E-07,10.87183407
CP019171.1,prokaryote,5.72E-06,114.487069
CP019186.1,prokaryote,9.97E-07,19.94402213
CP019189.1,prokaryote,1.36E-06,27.24121688
CP019194.1,prokaryote,7.65E-07,15.30931736
CP019201.1,prokaryote,7.43E-07,14.86556903
CP019320.1,prokaryote,3.72E-06,74.4264559
CP019321.1,prokaryote,2.68E-06,53.66889516
CP019348.1,prokaryote,8.99E-07,17.97180734
CP019469.1,prokaryote,6.04E-06,120.822809
CP019489.1,prokaryote,7.71E-06,154.1285864
CP019597.1,prokaryote,1.93E-05,386.8992378
CP019600.1,prokaryote,3.68E-05,736.0059095
CP019646.1,prokaryote,2.11E-05,422.1525773
CP019681.1,prokaryote,2.76E-07,5.522201432
CP019689.1,prokaryote,4.31E-07,8.628439737
CP019708.1,prokaryote,2.71E-06,54.18660155
CP019791.1,prokaryote,1.73E-05,345.4580744
CP019800.1,prokaryote,4.93E-07,9.861073985
CP019801.1,prokaryote,5.50E-07,10.99509749
CP019802.1,prokaryote,4.94E-07,9.88572667
CP019803.1,prokaryote,6.20E-07,12.40030054
CP019804.1,prokaryote,4.75E-07,9.49128371
CP019805.1,prokaryote,5.15E-07,10.30482231
CP019806.1,prokaryote,4.78E-07,9.565241765
CP019807.1,prokaryote,5.10E-07,10.20621157
CP019808.1,prokaryote,5.50E-07,10.99509749
CP019809.1,prokaryote,5.15E-07,10.30482231
CP019810.1,prokaryote,4.78E-07,9.565241765
CP019811.1,prokaryote,6.16E-07,12.32634248
CP019812.1,prokaryote,6.03E-07,12.05516295
CP019813.1,prokaryote,5.31E-07,10.62530722
CP019814.1,prokaryote,5.41E-07,10.8225287
CP019815.1,prokaryote,4.87E-07,9.73781056
CP019816.1,prokaryote,5.41E-07,10.8225287
CP019817.1,prokaryote,4.76E-07,9.515936395
CP019818.1,prokaryote,5.31E-07,10.62530722
CP019819.1,prokaryote,5.28E-07,10.55134916
CP019820.1,prokaryote,5.72E-07,11.43884582
CP019821.1,prokaryote,5.46E-07,10.92113944
CP019822.1,prokaryote,5.00E-07,10.00899009
CP019823.1,prokaryote,5.16E-07,10.329475
CP019824.1,prokaryote,5.41E-07,10.8225287
CP019825.1,prokaryote,5.16E-07,10.329475
CP019826.1,prokaryote,5.46E-07,10.92113944
CP019827.1,prokaryote,5.66E-07,11.3155824
CP019828.1,prokaryote,5.76E-07,11.51280388
CP019829.1,prokaryote,5.50E-07,10.99509749
CP019830.1,prokaryote,5.76E-07,11.51280388
CP019831.1,prokaryote,5.74E-07,11.48815119
CP019832.1,prokaryote,5.18E-07,10.35412768
CP019833.1,prokaryote,5.05E-07,10.10760083
CP019834.1,prokaryote,4.83E-07,9.663852505
CP019835.1,prokaryote,5.52E-07,11.04440286
CP019836.1,prokaryote,4.54E-07,9.072188066
CP019837.1,prokaryote,4.93E-07,9.861073985
