NCBI Accession,type,proportion,number of bp
NC_031071.1,virus,0.000186659,3733.186303
NC_031072.1,virus,4.36E-05,872.9912586
NC_031073.1,virus,0.000196423,3928.460664
NC_031074.1,virus,0.000365278,7305.558427
NC_031075.1,virus,9.36E-05,1872.336515
NC_031076.1,virus,5.40E-05,1079.752346
NC_031077.1,virus,0.000295209,5904.177723
NC_031078.1,virus,0.000102232,2044.637421
NC_031080.1,virus,0.00074635,14927.00185
NC_031081.1,virus,0.000168281,3365.611036
NC_031082.1,virus,0.000771334,15426.67448
NC_031084.1,virus,8.96E-05,1791.929426
NC_031085.1,virus,0.000996186,19923.72813
NC_031086.1,virus,0.000167706,3354.124309
NC_031087.1,virus,0.001578851,31577.01276
NC_031090.1,virus,0.001282493,25649.86158
NC_031091.1,virus,0.000159091,3181.823403
NC_031092.1,virus,0.000201018,4020.35448
NC_031094.1,virus,0.000288891,5777.823725
NC_031095.1,virus,0.001498444,29968.87097
NC_031096.1,virus,9.36E-05,1872.336515
NC_031097.1,virus,0.000169429,3388.584491
NC_031098.1,virus,0.000454874,9097.487853
NC_031099.1,virus,0.000120036,2400.725961
NC_031100.1,virus,0.002121598,42431.96986
NC_031101.1,virus,0.000371021,7420.425698
NC_031102.1,virus,8.79E-05,1757.469244
NC_031103.1,virus,0.001633987,32679.73856
NC_031104.1,virus,0.000188957,3779.133212
NC_031107.1,virus,0.002245655,44913.10291
NC_031108.1,virus,4.48E-05,895.9647128
NC_031109.1,virus,0.000574336,11486.72709
NC_031110.1,virus,0.00037619,7523.806242
NC_031111.1,virus,7.01E-05,1401.380705
NC_031112.1,virus,0.000138415,2768.301228
NC_031113.1,virus,0.00014703,2940.602134
NC_031114.1,virus,0.000137841,2756.814501
NC_031115.1,virus,0.000252708,5054.159918
NC_031116.1,virus,0.001009683,20193.66622
NC_031117.1,virus,0.000879883,17597.6659
NC_031118.1,virus,9.02E-05,1803.416153
NC_031119.1,virus,3.79E-05,758.1239877
NC_031120.1,virus,0.001980312,39606.235
NC_031121.1,virus,0.00056285,11256.99255
NC_031122.1,virus,8.10E-05,1619.628519
NC_031123.1,virus,0.000138989,2779.787955
NC_031124.1,virus,0.000236627,4732.53156
NC_031125.1,virus,0.000349771,6995.416796
NC_031126.1,virus,0.001915986,38319.72156
NC_031127.1,virus,0.002068185,41363.70424
NC_031128.1,virus,0.000538153,10763.06328
NC_031129.1,virus,0.000750658,15013.1523
NC_031224.2,virus,0.000322777,6455.540623
NC_031226.1,virus,0.000138415,2768.301228
NC_031228.1,virus,0.000188382,3767.646484
NC_031229.1,virus,0.000197572,3951.434118
NC_031230.1,virus,0.000258451,5169.027189
NC_031231.1,virus,0.000159666,3193.31013
NC_031233.1,virus,6.38E-05,1275.026707
NC_031234.1,virus,0.000390549,7810.974419
NC_031235.1,virus,0.004935272,98705.44586
NC_031237.1,virus,5.97E-05,1194.619617
NC_031238.1,virus,0.000123482,2469.646324
NC_031239.1,virus,0.000175173,3503.451761
NC_031241.1,virus,0.001061374,21227.47166
NC_031242.1,virus,0.003195033,63900.66278
NC_031243.1,virus,5.17E-05,1033.805438
NC_031245.1,virus,0.001995244,39904.8899
NC_031246.1,virus,0.000121185,2423.699415
NC_031247.1,virus,0.000146456,2929.115407
NC_031249.1,virus,6.95E-05,1389.893978
NC_031250.1,virus,0.001111915,22238.30364
NC_031251.1,virus,0.000102806,2056.124149
NC_031252.1,virus,0.0001947,3894.000482
NC_031253.1,virus,0.00029004,5800.797179
NC_031254.1,virus,0.000240073,4801.451922
NC_031255.2,virus,0.000152773,3055.469405
NC_031256.1,virus,0.00011257,2251.398509
NC_031257.1,virus,0.000171727,3434.531399
NC_031258.1,virus,0.000322777,6455.540623
NC_031260.1,virus,0.000259026,5180.513916
NC_031261.1,virus,8.16E-05,1631.115246
NC_031262.1,virus,5.34E-05,1068.265619
NC_031263.1,virus,6.49E-05,1298.000161
NC_031264.1,virus,0.000185511,3710.212849
NC_031265.1,virus,0.000188382,3767.646484
NC_031266.1,virus,0.000128077,2561.54014
NC_031267.1,virus,5.17E-05,1033.805438
NC_031269.1,virus,9.94E-05,1987.203786
NC_031271.1,virus,0.000172875,3457.504853
NC_031274.1,virus,0.000549066,10981.3111
NC_031277.1,virus,7.93E-05,1585.168338
NC_031279.1,virus,0.000187234,3744.67303
NC_031280.1,virus,0.002888338,57766.75052
NC_031281.1,virus,0.00021193,4238.602295
NC_031900.1,virus,0.002851006,57020.11326
NC_031901.1,virus,0.000496801,9936.01893
NC_031902.1,virus,0.000440516,8810.319676
NC_031903.1,virus,0.001893013,37860.25248
NC_031904.1,virus,0.002789552,55791.03346
NC_031905.1,virus,0.000222555,4451.106746
NC_031906.1,virus,0.003544804,70896.07958
NC_031907.1,virus,0.000134395,2687.894138
NC_031908.1,virus,0.000186659,3733.186303
NC_031909.1,virus,0.005486061,109721.2171
NC_031910.1,virus,0.000114867,2297.345417
NC_031911.1,virus,0.000735151,14703.01067
NC_031912.1,virus,0.00128077,25615.4014
NC_031913.1,virus,0.000443388,8867.753311
NC_031914.1,virus,0.001289385,25787.70231
NC_031915.1,virus,0.000302675,6053.505175
NC_031917.1,virus,0.000453151,9063.027672
NC_031918.1,virus,0.000315311,6306.213171
NC_031919.1,virus,0.000220545,4410.903201
NC_031920.1,virus,0.000149327,2986.549043
NC_031921.1,virus,0.000202166,4043.327935
NC_031922.1,virus,0.003415004,68300.07926
NC_031923.1,virus,0.000349771,6995.416796
NC_031924.1,virus,0.000240647,4812.938649
NC_031925.1,virus,0.000186085,3721.699576
NC_031926.1,virus,0.000831639,16632.78082
NC_031927.1,virus,0.002306535,46130.69598
NC_031928.1,virus,0.001024616,20492.32112
NC_031929.1,virus,0.000139564,2791.274682
NC_031930.1,virus,0.000174598,3491.965034
NC_031931.1,virus,0.001327866,26557.31302
NC_031932.1,virus,0.000218822,4376.44302
NC_031933.1,virus,0.000407779,8155.576232
NC_031934.1,virus,0.001141781,22835.61345
NC_031935.1,virus,0.002052104,41042.07588
NC_031936.1,virus,0.00018149,3629.805759
NC_031937.1,virus,0.000170004,3400.071218
NC_031938.1,virus,0.000213653,4273.062476
NC_031939.1,virus,0.000974074,19481.48914
NC_031940.1,virus,0.000356089,7121.770794
NC_031941.1,virus,0.000253282,5065.646645
NC_031942.1,virus,0.000341156,6823.11589
NC_031943.1,virus,0.000118888,2377.752507
NC_031944.1,virus,0.001720137,34402.74763
NC_031945.1,virus,0.000217961,4359.212929
NC_031946.1,virus,0.000145594,2911.885317
NC_034248.1,virus,0.000551937,11038.74473
NC_034619.1,virus,0.000420414,8408.284228
NC_034620.1,virus,0.000872991,17459.82517
NC_034621.1,virus,0.000367001,7340.018608
NC_034623.1,virus,0.001041272,20825.43621
NC_034624.1,virus,0.000680014,13600.28487
NC_034625.1,virus,0.000638662,12773.24052
NC_034627.1,virus,0.000341156,6823.11589
NC_034628.1,virus,0.000626601,12532.01925
NC_035464.1,virus,3.45E-05,689.2036252
NC_036595.1,virus,2.81E-05,562.8496273
AP014520.1,prokaryote,2.21E-05,442.3924316
AP014718.1,prokaryote,2.58E-05,516.7202768
AP014719.1,prokaryote,3.44E-05,687.686647
AP017424.1,prokaryote,2.91E-05,582.5429457
AP017894.1,prokaryote,1.48E-05,295.5856927
AP017895.1,prokaryote,3.72E-05,743.1551882
AP018040.1,prokaryote,0.000252733,5054.663261
AP018336.1,prokaryote,2.91E-05,581.187048
AP018340.1,prokaryote,4.99E-05,998.1872141
CP007037.1,prokaryote,1.23E-06,24.52942154
CP007503.1,prokaryote,6.14E-05,1227.580448
CP007601.1,prokaryote,5.99E-05,1197.873962
CP007653.1,prokaryote,4.62E-06,92.44756861
CP007654.1,prokaryote,9.55E-07,19.10583085
CP007655.1,prokaryote,2.68E-05,536.3191614
CP007751.1,prokaryote,4.15E-06,83.07954832
CP008903.1,prokaryote,3.00E-05,600.5394057
CP009057.1,prokaryote,0.043727589,874551.7803
CP010329.1,prokaryote,5.36E-07,10.72391796
CP010331.1,prokaryote,5.73E-07,11.46349851
CP010332.1,prokaryote,5.98E-07,11.95655221
CP010333.1,prokaryote,5.73E-07,11.46349851
CP010334.1,prokaryote,4.99E-07,9.98433741
CP010335.1,prokaryote,7.89E-07,15.77771838
CP010336.1,prokaryote,5.12E-07,10.23086426
CP010338.1,prokaryote,4.38E-07,8.751703162
CP010340.1,prokaryote,5.24E-07,10.47739111
CP010478.1,prokaryote,2.73E-06,54.60569719
CP010512.1,prokaryote,1.61E-05,322.950173
CP010514.1,prokaryote,5.18E-05,1036.768666
CP010595.1,prokaryote,1.15E-05,229.0234433
CP010805.1,prokaryote,1.00E-05,200.4263287
CP010828.1,prokaryote,1.70E-05,339.7139988
CP010829.1,prokaryote,1.74E-06,34.7602858
CP011209.1,prokaryote,2.50E-05,499.5866608
CP011210.1,prokaryote,2.30E-05,460.8819454
CP011211.1,prokaryote,2.47E-05,494.7793872
CP011212.1,prokaryote,2.75E-05,550.9875089
CP011213.1,prokaryote,2.90E-05,580.4474674
CP011214.1,prokaryote,3.39E-05,677.7023096
CP011215.1,prokaryote,2.96E-05,592.2807562
CP011216.1,prokaryote,1.07E-05,213.4922518
CP011245.1,prokaryote,1.42E-07,2.835058771
CP011262.1,prokaryote,1.58E-05,316.9102652
CP011263.1,prokaryote,1.54E-05,307.4189815
CP011272.1,prokaryote,8.63E-05,1726.057738
CP011328.1,prokaryote,3.02E-06,60.39907816
CP011339.1,prokaryote,7.84E-05,1568.280554
CP011503.1,prokaryote,1.10E-05,219.7786864
CP011504.1,prokaryote,1.06E-05,212.5061444
CP011505.1,prokaryote,5.27E-06,105.3902282
CP011511.1,prokaryote,2.03E-06,40.67693019
CP011770.1,prokaryote,4.90E-05,980.3140175
CP011777.1,prokaryote,9.42E-06,188.4697765
CP011797.1,prokaryote,4.31E-05,862.5974468
CP011805.1,prokaryote,2.40E-05,479.6179859
CP011832.1,prokaryote,3.47E-05,694.4661354
CP011968.1,prokaryote,3.18E-05,635.7927452
CP011997.1,prokaryote,7.04E-06,140.7668311
CP012112.1,prokaryote,3.21E-06,64.22024433
CP012135.1,prokaryote,8.63E-08,1.725687947
CP012137.1,prokaryote,1.38E-06,27.61100716
CP012140.1,prokaryote,1.94E-06,38.70471539
CP012151.1,prokaryote,1.23E-06,24.65268496
CP012155.1,prokaryote,0.000105033,2100.655286
CP012156.1,prokaryote,5.06E-05,1012.855562
CP012157.1,prokaryote,3.77E-05,753.5093159
CP012158.1,prokaryote,1.95E-05,389.389159
CP012333.1,prokaryote,6.89E-05,1377.098982
CP012361.1,prokaryote,1.18E-05,236.1727219
CP012378.1,prokaryote,8.37E-06,167.3917309
CP012388.1,prokaryote,0.00012436,2487.209386
CP012389.1,prokaryote,4.98E-05,995.2288919
CP012411.1,prokaryote,2.54E-05,508.3383639
CP012586.1,prokaryote,0.000118925,2378.491045
CP012597.1,prokaryote,1.34E-06,26.87142661
CP012598.1,prokaryote,1.43E-06,28.59711456
CP012673.1,prokaryote,6.44E-05,1288.349316
CP012714.1,prokaryote,6.90E-05,1379.071197
CP012717.1,prokaryote,7.05E-05,1409.024209
CP012718.1,prokaryote,3.90E-05,779.1481082
CP012719.1,prokaryote,9.72E-05,1943.247892
CP012735.1,prokaryote,1.75E-06,35.00681265
CP012849.1,prokaryote,3.14E-05,628.1504128
CP012850.1,prokaryote,0.000157278,3145.559338
CP012986.1,prokaryote,2.71E-05,541.4962252
CP013000.1,prokaryote,6.81E-05,1362.923688
CP013062.1,prokaryote,6.02E-06,120.428366
CP013063.1,prokaryote,4.88E-06,97.50136903
CP013064.1,prokaryote,5.80E-06,115.9908827
CP013065.1,prokaryote,5.71E-06,114.1419314
CP013066.1,prokaryote,5.53E-06,110.6905555
CP013099.1,prokaryote,5.06E-05,1011.376401
CP013131.1,prokaryote,2.23E-05,446.5833881
CP013144.1,prokaryote,2.95E-06,58.91991706
CP013185.1,prokaryote,3.51E-06,70.13688872
CP013196.1,prokaryote,6.46E-05,1292.293746
CP013203.1,prokaryote,0.000111899,2237.970741
CP013396.1,prokaryote,4.22E-06,84.435446
CP013397.1,prokaryote,5.21E-06,104.2808574
CP013457.1,prokaryote,1.01E-05,202.3985435
CP013458.1,prokaryote,6.43E-06,128.5637521
CP013614.1,prokaryote,0.000138653,2773.057268
CP013676.1,prokaryote,2.87E-06,57.31749254
CP013701.1,prokaryote,0.000108293,2165.861637
CP013837.1,prokaryote,2.31E-06,46.2237843
CP013841.1,prokaryote,5.64E-05,1128.476654
CP013843.1,prokaryote,4.95E-05,990.1750915
CP013845.1,prokaryote,0.00010637,2127.403449
CP013847.1,prokaryote,7.01E-05,1401.13535
CP013849.1,prokaryote,5.30E-05,1060.805034
CP013850.1,prokaryote,6.45E-05,1289.21216
CP013867.1,prokaryote,1.79E-07,3.57463932
CP013930.1,prokaryote,4.07E-05,814.1549209
CP013933.1,prokaryote,2.38E-05,475.6735563
CP013943.1,prokaryote,2.73E-05,545.1941279
CP013959.1,prokaryote,7.68E-06,153.5862273
CP014013.2,prokaryote,1.03E-05,206.5895
CP014014.1,prokaryote,2.07E-05,413.179
CP014015.2,prokaryote,5.17E-05,1034.673188
CP014018.1,prokaryote,2.11E-05,421.4376494
CP014019.1,prokaryote,5.05E-05,1009.404186
CP014020.1,prokaryote,3.97E-05,794.6792998
CP014021.1,prokaryote,4.02E-05,804.7869006
CP014025.1,prokaryote,1.94E-05,387.9099979
CP014061.1,prokaryote,2.47E-07,4.930536992
CP014065.2,prokaryote,2.52E-05,503.7776172
CP014099.2,prokaryote,2.08E-06,41.66303759
CP014111.1,prokaryote,3.37E-06,67.42509337
CP014119.1,prokaryote,3.27E-05,653.1728881
CP014123.1,prokaryote,4.41E-06,88.25661216
CP014138.1,prokaryote,7.56E-06,151.2442222
CP014150.1,prokaryote,0.000252468,5049.362934
CP014151.1,prokaryote,5.23E-05,1046.876267
CP014153.2,prokaryote,2.34E-07,4.684010143
CP014155.1,prokaryote,7.30E-06,146.0671584
CP014156.1,prokaryote,7.06E-06,141.1366214
CP014174.1,prokaryote,4.97E-05,993.0101503
CP014197.1,prokaryote,3.86E-06,77.16290393
CP014205.2,prokaryote,4.29E-05,858.1599635
CP014219.1,prokaryote,5.23E-05,1046.383213
CP014291.1,prokaryote,4.49E-06,89.85903669
CP014338.1,prokaryote,8.94E-05,1788.182504
CP014449.1,prokaryote,8.07E-06,161.3518231
CP014492.1,prokaryote,1.68E-06,33.65091497
CP014651.1,prokaryote,3.95E-05,789.3789725
CP014670.1,prokaryote,4.60E-06,91.95451491
CP014749.1,prokaryote,3.49E-05,697.6709844
CP014752.1,prokaryote,3.49E-06,69.76709844
CP014787.1,prokaryote,4.03E-05,805.773008
CP014858.1,prokaryote,1.61E-05,321.7175388
CP014993.1,prokaryote,2.07E-05,413.9185805
CP015136.1,prokaryote,5.54E-05,1108.87777
CP015194.1,prokaryote,8.20E-05,1639.40355
CP015417.1,prokaryote,1.04E-05,208.8082416
CP015448.1,prokaryote,3.19E-05,637.1486428
CP015524.1,prokaryote,1.27E-06,25.39226551
CP015526.1,prokaryote,9.49E-07,18.98256742
CP015598.1,prokaryote,1.87E-06,37.34881772
CP015819.1,prokaryote,4.64E-05,928.1735888
CP015895.1,prokaryote,1.70E-05,340.3303159
CP015898.1,prokaryote,1.39E-05,277.4659692
CP015976.1,prokaryote,2.19E-06,43.88177923
CP016032.1,prokaryote,1.80E-05,360.9153078
CP016093.1,prokaryote,3.41E-05,682.3863198
CP016194.1,prokaryote,4.11E-05,821.7972532
CP016211.1,prokaryote,8.40E-05,1680.820061
CP016280.1,prokaryote,0.000104583,2091.657056
CP016286.1,prokaryote,2.69E-05,537.1820053
CP016327.1,prokaryote,7.01E-06,140.2737774
CP016332.1,prokaryote,8.49E-05,1697.583886
CP016333.1,prokaryote,1.88E-05,376.5697628
CP016343.1,prokaryote,6.69E-06,133.8640793
CP016355.1,prokaryote,1.99E-05,398.7571793
CP016491.1,prokaryote,4.91E-05,982.4094957
CP016616.1,prokaryote,5.45E-05,1089.402148
CP016634.1,prokaryote,3.74E-05,747.3461446
CP016808.1,prokaryote,0.000177228,3544.563044
CP016809.1,prokaryote,0.000163774,3275.478987
CP016823.1,prokaryote,1.58E-05,315.1845772
CP016836.1,prokaryote,2.09E-05,417.6164833
CP016863.2,prokaryote,2.32E-06,46.34704773
CP016928.1,prokaryote,2.53E-05,506.4894125
CP017117.1,prokaryote,6.18E-05,1236.701941
CP017220.1,prokaryote,4.60E-06,91.95451491
CP017245.1,prokaryote,9.64E-05,1928.826071
CP017315.1,prokaryote,4.66E-05,931.0086476
CP017432.1,prokaryote,3.20E-05,640.2302285
CP017453.1,prokaryote,2.53E-05,506.1196223
CP017454.1,prokaryote,2.44E-05,487.2603183
CP017480.1,prokaryote,3.57E-05,714.4348102
CP017572.1,prokaryote,9.23E-06,184.5253469
CP017602.1,prokaryote,7.28E-06,145.6973681
CP017617.1,prokaryote,1.65E-06,32.91133442
CP017665.1,prokaryote,2.66E-05,531.7584146
CP017687.1,prokaryote,5.94E-05,1188.752469
CP017766.1,prokaryote,3.71E-05,742.7853979
CP017767.1,prokaryote,5.59E-05,1117.382946
CP017768.1,prokaryote,4.37E-05,873.0748379
CP017780.1,prokaryote,4.51E-05,902.2882696
CP017803.1,prokaryote,9.59E-05,1918.34868
CP017922.1,prokaryote,0.000121217,2424.345039
CP017948.1,prokaryote,0.000124176,2483.511483
CP017950.1,prokaryote,8.85E-05,1769.939517
CP017999.1,prokaryote,1.58E-05,315.1845772
CP018000.1,prokaryote,1.13E-05,226.5581748
CP018023.1,prokaryote,0.000128934,2578.670847
CP018061.1,prokaryote,8.84E-05,1768.706883
CP018259.1,prokaryote,0.000148095,2961.896835
CP018260.1,prokaryote,6.44E-05,1288.595843
CP018306.1,prokaryote,3.46E-06,69.27404474
CP018321.1,prokaryote,4.72E-05,943.2117267
CP018400.1,prokaryote,2.00E-06,39.93734964
CP018401.1,prokaryote,1.74E-06,34.7602858
CP018414.1,prokaryote,2.79E-06,55.71506801
CP018415.1,prokaryote,1.27E-06,25.39226551
CP018622.1,prokaryote,0.000149636,2992.712691
CP018623.1,prokaryote,2.74E-06,54.72896062
CP018629.1,prokaryote,8.33E-06,166.6521503
CP018757.1,prokaryote,1.38E-05,276.233335
CP018799.1,prokaryote,4.66E-05,932.7343355
CP018800.1,prokaryote,3.91E-05,781.120323
CP018838.1,prokaryote,1.84E-05,368.3111133
CP018841.1,prokaryote,3.39E-07,6.779488365
CP018863.1,prokaryote,3.66E-05,731.4451628
CP018867.1,prokaryote,8.06E-05,1612.03907
CP018883.1,prokaryote,1.11E-06,22.18741647
CP018885.1,prokaryote,1.45E-06,29.09016826
CP018907.1,prokaryote,4.24E-06,84.80523627
CP018937.1,prokaryote,0.007027975,140559.5021
CP019062.1,prokaryote,7.75E-05,1549.544513
CP019066.1,prokaryote,2.35E-05,470.3732291
CP019081.1,prokaryote,1.80E-05,360.2989907
CP019085.1,prokaryote,2.67E-06,53.49632637
CP019086.1,prokaryote,2.68E-06,53.61958979
CP019087.1,prokaryote,2.63E-06,52.63348239
CP019088.1,prokaryote,2.58E-06,51.647375
CP019089.1,prokaryote,2.52E-06,50.41474075
CP019090.1,prokaryote,2.39E-06,47.82620883
CP019091.1,prokaryote,3.78E-06,75.56047941
CP019092.1,prokaryote,2.72E-06,54.35917034
CP019171.1,prokaryote,2.86E-05,572.4353448
CP019186.1,prokaryote,4.99E-06,99.72011067
CP019189.1,prokaryote,6.81E-06,136.2060844
CP019194.1,prokaryote,3.83E-06,76.54658681
CP019201.1,prokaryote,3.72E-06,74.32784516
CP019320.1,prokaryote,1.86E-05,372.1322795
CP019321.1,prokaryote,1.34E-05,268.3444758
CP019348.1,prokaryote,4.49E-06,89.85903669
CP019469.1,prokaryote,3.02E-05,604.114045
CP019489.1,prokaryote,3.85E-05,770.6429319
CP019597.1,prokaryote,9.67E-05,1934.496189
CP019600.1,prokaryote,0.000184001,3680.029548
CP019646.1,prokaryote,0.000105538,2110.762886
CP019681.1,prokaryote,1.38E-06,27.61100716
CP019689.1,prokaryote,2.16E-06,43.14219868
CP019708.1,prokaryote,1.35E-05,270.9330077
CP019791.1,prokaryote,8.64E-05,1727.290372
CP019800.1,prokaryote,2.47E-06,49.30536992
CP019801.1,prokaryote,2.75E-06,54.97548747
CP019802.1,prokaryote,2.47E-06,49.42863335
CP019803.1,prokaryote,3.10E-06,62.00150268
CP019804.1,prokaryote,2.37E-06,47.45641855
CP019805.1,prokaryote,2.58E-06,51.52411157
CP019806.1,prokaryote,2.39E-06,47.82620883
CP019807.1,prokaryote,2.55E-06,51.03105787
CP019808.1,prokaryote,2.75E-06,54.97548747
CP019809.1,prokaryote,2.58E-06,51.52411157
CP019810.1,prokaryote,2.39E-06,47.82620883
CP019811.1,prokaryote,3.08E-06,61.63171241
CP019812.1,prokaryote,3.01E-06,60.27581473
CP019813.1,prokaryote,2.66E-06,53.12653609
CP019814.1,prokaryote,2.71E-06,54.11264349
CP019815.1,prokaryote,2.43E-06,48.6890528
CP019816.1,prokaryote,2.71E-06,54.11264349
CP019817.1,prokaryote,2.38E-06,47.57968198
CP019818.1,prokaryote,2.66E-06,53.12653609
CP019819.1,prokaryote,2.64E-06,52.75674582
CP019820.1,prokaryote,2.86E-06,57.19422911
CP019821.1,prokaryote,2.73E-06,54.60569719
CP019822.1,prokaryote,2.50E-06,50.04495047
CP019823.1,prokaryote,2.58E-06,51.647375
CP019824.1,prokaryote,2.71E-06,54.11264349
CP019825.1,prokaryote,2.58E-06,51.647375
CP019826.1,prokaryote,2.73E-06,54.60569719
CP019827.1,prokaryote,2.83E-06,56.57791199
CP019828.1,prokaryote,2.88E-06,57.56401939
CP019829.1,prokaryote,2.75E-06,54.97548747
CP019830.1,prokaryote,2.88E-06,57.56401939
CP019831.1,prokaryote,2.87E-06,57.44075596
CP019832.1,prokaryote,2.59E-06,51.77063842
CP019833.1,prokaryote,2.53E-06,50.53800417
CP019834.1,prokaryote,2.42E-06,48.31926253
CP019835.1,prokaryote,2.76E-06,55.22201432
CP019836.1,prokaryote,2.27E-06,45.36094033
CP019837.1,prokaryote,2.47E-06,49.30536992
CP019869.1,prokaryote,2.10E-07,4.190956444
CP019899.1,prokaryote,3.31E-05,661.8013278
CP019943.1,prokaryote,1.32E-05,264.1535194
