NCBI accession number,name of host,genus,family,order,class,phylum,domain
JHWV01,Anaerovibrio sp. RM50,Anaerovibrio,Veillonellaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria
JHXE01,Pseudobutyrivibrio sp. MD2005,Pseudobutyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
BAMI01,Lactobacillus equi DSM 15833 = JCM 10991,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CP009553.1,Pandoraea pnomenusa,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
JHXA01,Kandleria vitulina WCE2011,Kandleria,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria
AWWK01,Lactobacillus fabifermentans T30PCM01,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
JUGM01,Methylibium sp. CF059,Methylibium,,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
JENA01,Candidatus Synechococcus spongiarum SH4,Synechococcus,,Chroococcales,,Cyanobacteria,Bacteria
JDVB01,Pseudoalteromonas lipolytica SCSIO 04301,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JENY01,Aquamicrobium defluvii,Aquamicrobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
ALWD01,[Scytonema hofmanni] UTEX 2349,Tolypothrix,Microchaetaceae,Nostocales,,Cyanobacteria,Bacteria
JFHN01,Erwinia mallotivora,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
JDYK01,Brachybacterium phenoliresistens,Brachybacterium,Dermabacteraceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
JIAA01,[Clostridium] mangenotii LM2,Peptoclostridium,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AZYB01,alpha proteobacterium SCGC AAA288-N07,,,,Alphaproteobacteria,Proteobacteria,Bacteria
AZYC01,alpha proteobacterium SCGC AAA288-G21,,,,Alphaproteobacteria,Proteobacteria,Bacteria
AUYR01,Planomicrobium glaciei CHR43,Planomicrobium,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BAUW01,Bacillus boroniphilus JCM 21738,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JNZP01,Streptomyces exfoliatus,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
JADD01,Facklamia sourekii ATCC 700629,Facklamia,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
JADF01,Brachyspira alvinipulli ATCC 51933,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetes,Bacteria
JADG01,Actinomadura oligospora ATCC 43269,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria
JADH01,Entomoplasma lucivorax ATCC 49196,Entomoplasma,Entomoplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes,Bacteria
JADI01,Mycoplasma imitans ATCC 51306,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
JADL01,Rhodospirillales bacterium URHD0088,,,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JADN01,Tenacibaculum sp. 47A_GOM-205m,Tenacibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
JADR01,Olleya marilimosa CAM030,Olleya,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
JACB01,Aquimarina megaterium XH134,Aquimarina,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
JACA01,Aquimarina macrocephali JAMB N27,Aquimarina,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AZYN01,Mycobacterium gastri 'Wayne',Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AZYY01,Aphanizomenon flos-aquae NIES-81,Aphanizomenon,Nostocaceae,Nostocales,,Cyanobacteria,Bacteria
BAVR01,[Clostridium] straminisolvens JCM 21531,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
BAVS01,Gracilibacillus boraciitolerans JCM 21714,Gracilibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JALZ01,Roseivivax halodurans JCM 10272,Roseivivax,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
JAMB01,Marinomonas ushuaiensis DSM 15871,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
JABW01,Arcobacter cibarius LMG 21996,Arcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
ATKI01,Pseudomonas corrugata CFBP 5454,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AZMV01,Bifidobacterium moukalabense DSM 27321,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
ATHP01,Lebetimonas sp. JH369,Lebetimonas,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria
AOCG01,Listeria aquatica FSL S10-1188,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AODD01,Listeria grandensis FSL F6-971,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AODE01,Listeria cornellensis FSL F6-969,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AODF01,Listeria floridensis FSL S10-1187,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AODH01,Brochothrix campestris FSL F6-1037,Brochothrix,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AODJ01,Listeria weihenstephanensis FSL R9-0317,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AODL01,Listeria riparia FSL S10-1204,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JAFS01,Verrucomicrobia bacterium LP2A,,,,,Verrucomicrobia,Bacteria
JAGL01,Aminobacter sp. J41,Aminobacter,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
JAGM01,Bacillus ginsengihumi J57,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JAGP01,Thiomicrospira kuenenii DSM 12350,Thiomicrospira,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
JAGV01,Entomoplasma somnilux ATCC 49194,Entomoplasma,Entomoplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes,Bacteria
JAGW01,Entomoplasma luminosum ATCC 49195,Entomoplasma,Entomoplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes,Bacteria
JAGZ01,Mycobacterium genavense ATCC 51234,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JAHB01,Mycoplasma cricetuli ATCC 35279,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
AZUK01,Tolumonas sp. BRL6-1,Tolumonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AZYE01,Microvirga lupini,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
BAVZ01,Paenibacillus pini JCM 16418,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AWQS01,Intrasporangium chromatireducens Q5-1,Intrasporangium,Intrasporangiaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
AWSA01,Intrasporangium oryzae NRRL B-24470,Intrasporangium,Intrasporangiaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
AVFL01,Skermanella stibiiresistens SB22,Skermanella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
AUVG01,[Clostridium] cellulosi CS-4-4,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
CP007128.1,Gemmatimonadetes bacterium KBS708,,,,Gemmatimonadetes,Gemmatimonadetes,Bacteria
AZHW01,Candidatus Entotheonella sp. TSY1,Candidatus Entotheonella,,,Deltaproteobacteria,Proteobacteria,Bacteria
AODK01,Listeria rocourtiae FSL F6-920,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AZRT01,Ochrobactrum rhizosphaerae SJY1,Ochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AYXG01,Actinokineospora sp. EG49,Actinokineospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
JARM01,Dehalococcoidia bacterium Dsc1,,,,Dehalococcoidia,Chloroflexi,Bacteria
JARN01,Dehalococcoidia bacterium DscP2,,,,Dehalococcoidia,Chloroflexi,Bacteria
BAKI01,Lactobacillus farraginis DSM 18382 = JCM 14108,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAMK01,Lactobacillus composti DSM 18527 = JCM 14202,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CP007268.1,Halorhodospira halochloris str. A,Halorhodospira,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
JDSS02,Candidatus Accumulibacter sp. SK-01,Candidatus Accumulibacter,,,Betaproteobacteria,Proteobacteria,Bacteria
JANL01,Alkalibacterium sp. AK22,Alkalibacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
JEMF01,Cobetia crustatorum,Cobetia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
JHAC01,Deinococcus phoenicis,Deinococcus,Deinococcaceae,Deinococcales,Deinococci,Deinococcus-Thermus,Bacteria
AOSK01,Rubellimicrobium mesophilum DSM 19309,Rubellimicrobium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AZQP01,Fervidicella metallireducens AeB,Fervidicella,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AXCW01,Actinotalea ferrariae CF5-4,Actinotalea,Cellulomonadaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
JAJA01,Lysobacter capsici AZ78,Lysobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JATV01,Flavobacterium succinicans LMG 10402,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
BAIW01,Bacteroides acidifaciens JCM 10556,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BAVQ01,Tomitella biformata AHU 1821,Tomitella,,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JPUW01,Lysinibacillus sp. BF-4,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BAJR01,Bacteroides paurosaccharolyticus JCM 15092,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BAJT01,Asaia astilbis JCM 15831,Asaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
BAJY01,Prevotella falsenii DSM 22864 = JCM 15124,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BAKF01,Prevotella aurantiaca JCM 15754,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BAKG01,Prevotella dentasini JCM 15908,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BAKJ01,Bacteroides rodentium JCM 16496,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BAKL01,Bacteroides stercorirosoris JCM 17103,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BALC01,Lactobacillus sucicola DSM 21376 = JCM 15457,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAIX01,Prevotella enoeca JCM 12259,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BAJV01,Asaia prunellae JCM 25354,Asaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
BAKK01,Bacteroides faecichinchillae JCM 17102,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BALY01,Lactobacillus hamsteri DSM 5661 = JCM 6256,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAMJ01,Lactobacillus fuchuensis DSM 14340 = JCM 11249,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAMH01,Lactobacillus paralimentarius DSM 13238 = JCM 10415,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAMM01,Lactobacillus apodemi DSM 16634 = JCM 16172,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAMS01,Sneathiella glossodoripedis JCM 23214,Sneathiella,Sneathiellaceae,Sneathiellales,Alphaproteobacteria,Proteobacteria,Bacteria
JFHZ01,Geobacillus thermocatenulatus GS-1,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JFYZ01,Novosphingobium resinovorum,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
JFHS01,Pseudomonas bauzanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BAIN01,Acetobacter papayae JCM 25143,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
BAIO01,Komagataeibacter kakiaceti JCM 25156,Komagataeibacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
BAJU01,Acetobacter okinawensis JCM 25146,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
BAJW01,Acetobacter persici JCM 25330,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JGYF01,Pseudomonas otitidis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JIDX01,Clostridium scatologenes,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JANF02,Sphingobium lucknowense F2,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
JIBU02,Clostridium drakei,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JFZJ01,Rhodomicrobium udaipurense JA643,Rhodomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AXZR01,Sulfitobacter pontiacus 3SOLIMAR09,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
JFZC01,Sporolactobacillus terrae DSM 11697,Sporolactobacillus,Sporolactobacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BAML01,Lactobacillus hayakitensis DSM 18933 = JCM 14209,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAMO01,Bacillus mannanilyticus JCM 10596,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BAMT01,Methylobacillus glycogenes JCM 2850,Methylobacillus,Methylophilaceae,Methylophilales,Betaproteobacteria,Proteobacteria,Bacteria
JHUV01,Sulfurihydrogenibium subterraneum DSM 15120,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria
JHUX01,Alkanindiges illinoisensis DSM 15370,Alkanindiges,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JHUZ01,Balneatrix alpica DSM 16621,Balneatrix,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
JHVC01,Clostridium lundense DSM 17049,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHVD01,Propionibacteriaceae bacterium P6A17,,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
JHVF01,Mycoplasma spumans ATCC 19526,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
JHVG01,Zymobacter palmae DSM 10491,Zymobacter,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
JHVI01,Meiothermus cerbereus DSM 11376,Meiothermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria
JHVJ01,Marinobacterium jannaschii DSM 6295,Marinobacterium,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JHVK01,Microvirgula aerodenitrificans DSM 15089,Microvirgula,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
JHVL01,Clostridiisalibacter paucivorans DSM 22131,Clostridiisalibacter,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHVM01,Deefgea rivuli DSM 18356,Deefgea,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
JHVN01,Anoxybacillus tepidamans PS2,Anoxybacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JHVO01,Geodermatophilaceae bacterium URHB0062,,Geodermatophilaceae,Geodermatophilales,Actinobacteria,Actinobacteria,Bacteria
JHVP01,Geodermatophilaceae bacterium URHA0031,,Geodermatophilaceae,Geodermatophilales,Actinobacteria,Actinobacteria,Bacteria
JIBA01,Intrasporangiaceae bacterium URHB0013,,Intrasporangiaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
JIAS01,Dongia sp. URHE0060,Dongia,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JIAQ01,Acidobacteriaceae bacterium URHE0068,,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria
JIAK01,Desulfovermiculus halophilus DSM 18834,Desulfovermiculus,Desulfohalobiaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
JIAI01,Pseudonocardia acaciae DSM 45401,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
JHZT01,Exiguobacterium marinum DSM 16307,Exiguobacterium,,Bacillales,Bacilli,Firmicutes,Bacteria
JHZP01,Conchiformibius steedae DSM 2580,Conchiformibius,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
JHZO01,[Clostridium] viride DSM 6836,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHZJ01,Brackiella oedipodis DSM 13743,Brackiella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
JHZE01,Mycoplasma gallinarum DSM 19816,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
JHZD01,Mannheimia granulomatis DSM 19156,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
JHZC01,Maribacter antarcticus DSM 21422,Maribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
JHZB01,Desulfobulbus elongatus DSM 2908,Desulfobulbus,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,Proteobacteria,Bacteria
JHYQ01,Thiothrix lacustris DSM 21227,Thiothrix,Thiotrichaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
JHYN01,Legionella geestiana DSM 21217,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
JHYM01,Legionella cherrii DSM 19213,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
JHYK01,Lachnospiraceae bacterium AC3007,,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHYJ01,Lachnospiraceae bacterium AB2028,,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHYI01,Bacillus bogoriensis ATCC BAA-922,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JHYF01,Alkaliphilus transvaalensis ATCC 700919,Alkaliphilus,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHYD01,[Clostridium] cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHYC01,Legionella fairfieldensis ATCC 49588,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
JHXV01,Crocinitomix catalasitica ATCC 23190,Crocinitomix,Cryomorphaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
JHXP01,Legionella sainthelensi ATCC 35248,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
JHXJ01,Ruminococcaceae bacterium AB4001,,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHWU01,Lachnospiraceae bacterium AD3010,,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHWK01,Lachnospiraceae bacterium MD2004,,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JHWH01,Paracoccus yeei ATCC BAA-599,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
JHWG01,Mycoplasma molare ATCC 27746,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
JHWF01,Legionella lansingensis DSM 19556 = ATCC 49751,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
JHWE01,Mycoplasma leonicaptivi ATCC 49890,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
JHWD01,Roseomonas mucosa ATCC BAA-692,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JHXW01,Fusobacterium perfoetens ATCC 29250,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
BAKW01,Asaia platycodi JCM 25414,Asaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
BAKX01,Porphyromonas gingivicanis JCM 15907,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BALL01,Shewanella haliotis JCM 14758,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BALM01,Shewanella marina JCM 15074,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BALU01,Lactobacillus kitasatonis DSM 16761 = JCM 1039,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BAKM01,Bacteroides sartorii JCM 17136 = DSM 21941,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
BASS01,Sodalis-like symbiont of Philaenus spumarius,Sodalis,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
JFKE01,Actibacterium mucosum KCTC 23349,Actibacterium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
BAUP01,Holospora elegans E1,Holospora,Holosporaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
JFHT01,Paenibacillus darwinianus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BALB01,Lactobacillus gallinarum DSM 10532 = JCM 2011,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
JHXO01,Prolixibacter bellariivorans ATCC BAA-1284,Prolixibacter,Prolixibacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
JMLV01,Fodinicurvata fenggangensis DSM 21160,Fodinicurvata,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JMMB01,Peptostreptococcaceae bacterium VA2,,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
